	Gene
5462	EPCAM
5463	EPDR1
5464	EPG5
5465	EPGN
5466	EPHA1
5467	EPHA10
5468	EPHA2
5469	EPHA3
5470	EPHA4
5471	EPHA5
5472	EPHA6
5473	EPHA7
5474	EPHA8
5475	EPHB1
5476	EPHB2
5477	EPHB3
5478	EPHB4
5479	EPHB6
5480	EPHX1
5481	EPHX2
5482	EPHX3
5483	EPHX4
5484	EPM2A
5485	EPM2AIP1
5486	EPN1
5487	EPN2
5488	EPN3
5489	EPO
5490	EPOR
5491	EPPIN
5492	EPPIN-WFDC6
5493	EPPK1
5494	EPRS
5495	EPS15
5496	EPS15L1
5497	EPS8
5498	EPS8L1
5499	EPS8L2
5500	EPS8L3
5501	EPSTI1
5502	EPT1
5503	EPX
5504	EPYC
5505	EQTN
5506	ERAL1
5507	ERAP1
5508	ERAP2
5509	ERAS
5510	ERBB2
5511	ERBB2IP
5512	ERBB3
5513	ERBB4
5514	ERC1
5515	ERC2
5516	ERCC1
5517	ERCC2
5518	ERCC3
5519	ERCC4
5520	ERCC5
5521	ERCC6
5522	ERCC6-PGBD3
5523	ERCC6L
5524	ERCC6L2
5525	ERCC8
5526	EREG
5527	ERF
5528	ERG
5529	ERGIC1
5530	ERGIC2
5531	ERGIC3
5532	ERH
5533	ERI1
5534	ERI2
5535	ERI3
5536	ERICH1
5537	ERICH2
5538	ERICH3
5539	ERICH4
5540	ERICH5
5541	ERICH6
5542	ERICH6B
5543	ERLEC1
5544	ERLIN1
5545	ERLIN2
5546	ERMAP
5547	ERMARD
5548	ERMN
5549	ERMP1
5550	ERN1
5551	ERN2
5552	ERO1L
5553	ERO1LB
5554	ERP27
5555	ERP29
5556	ERP44
5557	ERRFI1
5558	ERV3-1
5559	ERVFRD-1
5560	ERVMER34-1
5561	ERVV-1
5562	ERVV-2
5563	ERVW-1
5564	ESAM
5565	ESCO1
5566	ESCO2
5567	ESD
5568	ESF1
5569	ESM1
5570	ESPL1
5571	ESPN
5572	ESPNL
5573	ESR1
5574	ESR2
5575	ESRP1
5576	ESRP2
5577	ESRRA
5578	ESRRB
5579	ESRRG
5580	ESX1
5581	ESYT1
5582	ESYT2
5583	ESYT3
5584	ETAA1
5585	ETF1
5586	ETFA
5587	ETFB
5588	ETFDH
5589	ETHE1
5590	ETNK1
5591	ETNK2
5592	ETNPPL
5593	ETS1
5594	ETS2
5595	ETV1
5596	ETV2
5597	ETV3
5598	ETV3L
5599	ETV4
5600	ETV5
5601	ETV6
5602	ETV7
5603	EVA1A
5604	EVA1B
5605	EVA1C
5606	EVC
5607	EVC2
5608	EVI2A
5609	EVI2B
5610	EVI5
5611	EVI5L
5612	EVL
5613	EVPL
5614	EVPLL
5615	EVX1
5616	EVX2
5617	EWSR1
5618	EXD1
5619	EXD2
5620	EXD3
5621	EXO1
5622	EXO5
5623	EXOC1
5624	EXOC2
5625	EXOC3
5626	EXOC3L1
5627	EXOC3L2
5628	EXOC3L4
5629	EXOC4
5630	EXOC5
5631	EXOC6
5632	EXOC6B
5633	EXOC7
5634	EXOC8
5635	EXOG
5636	EXOSC1
5637	EXOSC10
5638	EXOSC2
5639	EXOSC3
5640	EXOSC4
5641	EXOSC5
5642	EXOSC6
5643	EXOSC7
5644	EXOSC8
5645	EXOSC9
5646	EXPH5
5647	EXT1
5648	EXT2
5649	EXTL1
5650	EXTL2
5651	EXTL3
5652	EYA1
5653	EYA2
5654	EYA3
5655	EYA4
5656	EYS
5657	EZH1
5658	EZH2
5659	EZR
5660	F10
5661	F11
5662	F11R
5663	F12
5664	F13A1
5665	F13B
5666	F2
5667	F2R
5668	F2RL1
5669	F2RL2
5670	F2RL3
5671	F3
5672	F5
5673	F7
5674	F8
5675	F8A1
5676	F8A2
5677	F8A3
5678	F9
5679	FA2H
5680	FAAH
5681	FAAH2
5682	FAAP100
5683	FAAP20
5684	FAAP24
5685	FABP1
5686	FABP12
5687	FABP2
5688	FABP3
5689	FABP4
5690	FABP5
5691	FABP6
5692	FABP7
5693	FABP9
5694	FADD
5695	FADS1
5696	FADS2
5697	FADS3
5698	FADS6
5699	FAF1
5700	FAF2
5701	FAH
5702	FAHD1
5703	FAHD2A
5704	FAHD2B
5705	FAIM
5706	FAIM2
5707	FAM101A
5708	FAM101B
5709	FAM102A
5710	FAM102B
5711	FAM103A1
5712	FAM104A
5713	FAM104B
5714	FAM105A
5715	FAM106A
5716	FAM107A
5717	FAM107B
5718	FAM109A
5719	FAM109B
5720	FAM110A
5721	FAM110B
5722	FAM110C
5723	FAM110D
5724	FAM111A
5725	FAM111B
5726	FAM114A1
5727	FAM114A2
5728	FAM117A
5729	FAM117B
5730	FAM118A
5731	FAM118B
5732	FAM120A
5733	FAM120AOS
5734	FAM120B
5735	FAM120C
5736	FAM122A
5737	FAM122B
5738	FAM122C
5739	FAM124A
5740	FAM124B
5741	FAM126A
5742	FAM126B
5743	FAM127A
5744	FAM127B
5745	FAM127C
5746	FAM129A
5747	FAM129B
5748	FAM129C
5749	FAM131A
5750	FAM131B
5751	FAM131C
5752	FAM132A
5753	FAM132B
5754	FAM133A
5755	FAM133B
5756	FAM134A
5757	FAM134B
5758	FAM134C
5759	FAM135A
5760	FAM135B
5761	FAM136A
5762	FAM13A
5763	FAM13B
5764	FAM13C
5765	FAM149A
5766	FAM149B1
5767	FAM150A
5768	FAM150B
5769	FAM151A
5770	FAM151B
5771	FAM153A
5772	FAM153B
5773	FAM153C
5774	FAM155A
5775	FAM155B
5776	FAM156A
5777	FAM156B
5778	FAM159A
5779	FAM159B
5780	FAM160A1
5781	FAM160A2
5782	FAM160B1
5783	FAM160B2
5784	FAM161A
5785	FAM161B
5786	FAM162A
5787	FAM162B
5788	FAM163A
5789	FAM163B
5790	FAM166A
5791	FAM166B
5792	FAM167A
5793	FAM167B
5794	FAM168A
5795	FAM168B
5796	FAM169A
5797	FAM169B
5798	FAM170A
5799	FAM170B
5800	FAM171A1
5801	FAM171A2
5802	FAM171B
5803	FAM172A
5804	FAM173A
5805	FAM173B
5806	FAM174A
5807	FAM174B
5808	FAM175A
5809	FAM175B
5810	FAM177A1
5811	FAM177B
5812	FAM178A
5813	FAM178B
5814	FAM179A
5815	FAM179B
5816	FAM180A
5817	FAM180B
5818	FAM181A
5819	FAM181B
5820	FAM182B
5821	FAM183A
5822	FAM184A
5823	FAM184B
5824	FAM185A
5825	FAM186A
5826	FAM186B
5827	FAM187A
5828	FAM187B
5829	FAM188A
5830	FAM188B
5831	FAM189A1
5832	FAM189A2
5833	FAM189B
5834	FAM192A
5835	FAM193A
5836	FAM193B
5837	FAM195A
5838	FAM195B
5839	FAM196A
5840	FAM196B
5841	FAM198A
5842	FAM198B
5843	FAM199X
5844	FAM19A1
5845	FAM19A2
5846	FAM19A3
5847	FAM19A4
5848	FAM19A5
5849	FAM200A
5850	FAM200B
5851	FAM204A
5852	FAM205A
5853	FAM206A
5854	FAM207A
5855	FAM208A
5856	FAM208B
5857	FAM209A
5858	FAM209B
5859	FAM20A
5860	FAM20B
5861	FAM20C
5862	FAM210A
5863	FAM210B
5864	FAM212A
5865	FAM212B
5866	FAM213A
5867	FAM213B
5868	FAM214A
5869	FAM214B
5870	FAM216A
5871	FAM216B
5872	FAM217A
5873	FAM217B
5874	FAM218A
5875	FAM219A
5876	FAM219B
5877	FAM21A
5878	FAM21C
5879	FAM220A
5880	FAM221A
5881	FAM221B
5882	FAM222A
5883	FAM222B
5884	FAM227A
5885	FAM227B
5886	FAM228A
5887	FAM228B
5888	FAM229A
5889	FAM229B
5890	FAM231A
5891	FAM231B
5892	FAM231C
5893	FAM231D
5894	FAM24A
5895	FAM24B
5896	FAM25A
5897	FAM25C
5898	FAM25G
5899	FAM26D
5900	FAM26E
5901	FAM26F
5902	FAM32A
5903	FAM35A
5904	FAM3A
5905	FAM3B
5906	FAM3C
5907	FAM3D
5908	FAM43A
5909	FAM43B
5910	FAM45A
5911	FAM46A
5912	FAM46B
5913	FAM46C
5914	FAM46D
5915	FAM47A
5916	FAM47B
5917	FAM47C
5918	FAM47E
5919	FAM47E-STBD1
5920	FAM49A
5921	FAM49B
5922	FAM50A
5923	FAM50B
5924	FAM53A
5925	FAM53B
5926	FAM53C
5927	FAM57A
5928	FAM57B
5929	FAM58A
5930	FAM60A
5931	FAM63A
5932	FAM63B
5933	FAM64A
5934	FAM65A
5935	FAM65B
5936	FAM65C
5937	FAM69A
5938	FAM69B
5939	FAM69C
5940	FAM71A
5941	FAM71B
5942	FAM71C
5943	FAM71D
5944	FAM71E1
5945	FAM71E2
5946	FAM71F1
5947	FAM71F2
5948	FAM72A
5949	FAM72B
5950	FAM72C
5951	FAM72D
5952	FAM73A
5953	FAM73B
5954	FAM76A
5955	FAM76B
5956	FAM78A
5957	FAM78B
5958	FAM81A
5959	FAM81B
5960	FAM83A
5961	FAM83B
5962	FAM83C
5963	FAM83D
5964	FAM83E
5965	FAM83F
5966	FAM83G
5967	FAM83H
5968	FAM84A
5969	FAM84B
5970	FAM86B1
5971	FAM86B2
5972	FAM86C1
5973	FAM89A
5974	FAM89B
5975	FAM8A1
5976	FAM90A1
5977	FAM90A26
5978	FAM91A1
5979	FAM92A1
5980	FAM92B
5981	FAM96A
5982	FAM96B
5983	FAM98A
5984	FAM98B
5985	FAM98C
5986	FAM9A
5987	FAM9B
5988	FAM9C
5989	FAN1
5990	FANCA
5991	FANCB
5992	FANCC
5993	FANCD2
5994	FANCD2OS
5995	FANCE
5996	FANCF
5997	FANCG
5998	FANCI
5999	FANCL
6000	FANCM
6001	FANK1
6002	FAP
6003	FAR1
6004	FAR2
6005	FARP1
6006	FARP2
6007	FARS2
6008	FARSA
6009	FARSB
6010	FAS
6011	FASLG
6012	FASN
6013	FASTK
6014	FASTKD1
6015	FASTKD2
6016	FASTKD3
6017	FASTKD5
6018	FAT1
6019	FAT2
6020	FAT3
6021	FAT4
6022	FATE1
6023	FAU
6024	FAXC
6025	FAXDC2
6026	FBF1
6027	FBL
6028	FBLIM1
6029	FBLL1
6030	FBLN1
6031	FBLN2
6032	FBLN5
6033	FBLN7
6034	FBN1
6035	FBN2
6036	FBN3
6037	FBP1
6038	FBP2
6039	FBRS
6040	FBRSL1
6041	FBXL12
6042	FBXL13
6043	FBXL14
6044	FBXL15
6045	FBXL16
6046	FBXL17
6047	FBXL18
6048	FBXL19
6049	FBXL2
6050	FBXL20
6051	FBXL22
6052	FBXL3
6053	FBXL4
6054	FBXL5
6055	FBXL6
6056	FBXL7
6057	FBXL8
6058	FBXO10
6059	FBXO11
6060	FBXO15
6061	FBXO16
6062	FBXO17
6063	FBXO18
6064	FBXO2
6065	FBXO21
6066	FBXO22
6067	FBXO24
6068	FBXO25
6069	FBXO27
6070	FBXO28
6071	FBXO3
6072	FBXO30
6073	FBXO31
6074	FBXO32
6075	FBXO33
6076	FBXO34
6077	FBXO36
6078	FBXO38
6079	FBXO39
6080	FBXO4
6081	FBXO40
6082	FBXO41
6083	FBXO42
6084	FBXO43
6085	FBXO44
6086	FBXO45
6087	FBXO46
6088	FBXO47
6089	FBXO48
6090	FBXO5
6091	FBXO6
6092	FBXO7
6093	FBXO8
6094	FBXO9
6095	FBXW10
6096	FBXW11
6097	FBXW12
6098	FBXW2
6099	FBXW4
6100	FBXW5
6101	FBXW7
6102	FBXW8
6103	FBXW9
6104	FCAMR
6105	FCAR
6106	FCER1A
6107	FCER1G
6108	FCER2
6109	FCF1
6110	FCGBP
6111	FCGR1A
6112	FCGR1B
6113	FCGR2A
6114	FCGR2B
6115	FCGR2C
6116	FCGR3A
6117	FCGR3B
6118	FCGRT
6119	FCHO1
6120	FCHO2
6121	FCHSD1
6122	FCHSD2
6123	FCMR
6124	FCN1
6125	FCN2
6126	FCN3
6127	FCRL1
6128	FCRL2
6129	FCRL3
6130	FCRL4
6131	FCRL5
6132	FCRL6
6133	FCRLA
6134	FCRLB
6135	FDCSP
6136	FDFT1
6137	FDPS
6138	FDX1
6139	FDX1L
6140	FDXACB1
6141	FDXR
6142	FECH
6143	FEM1A
6144	FEM1B
6145	FEM1C
6146	FEN1
6147	FER
6148	FER1L5
6149	FER1L6
6150	FERD3L
6151	FERMT1
6152	FERMT2
6153	FERMT3
6154	FES
6155	FETUB
6156	FEV
6157	FEZ1
6158	FEZ2
6159	FEZF1
6160	FEZF2
6161	FFAR1
6162	FFAR2
6163	FFAR3
6164	FFAR4
6165	FGA
6166	FGB
6167	FGD1
6168	FGD2
6169	FGD3
6170	FGD4
6171	FGD5
6172	FGD6
6173	FGF1
6174	FGF10
6175	FGF11
6176	FGF12
6177	FGF13
6178	FGF14
6179	FGF16
6180	FGF17
6181	FGF18
6182	FGF19
6183	FGF2
6184	FGF20
6185	FGF21
6186	FGF22
6187	FGF23
6188	FGF3
6189	FGF4
6190	FGF5
6191	FGF6
6192	FGF7
6193	FGF8
6194	FGF9
6195	FGFBP1
6196	FGFBP2
6197	FGFBP3
6198	FGFR1
6199	FGFR1OP
6200	FGFR1OP2
6201	FGFR2
6202	FGFR3
6203	FGFR4
6204	FGFRL1
6205	FGG
6206	FGGY
6207	FGL1
6208	FGL2
6209	FGR
6210	FH
6211	FHAD1
6212	FHDC1
6213	FHIT
6214	FHL1
6215	FHL2
6216	FHL3
6217	FHL5
6218	FHOD1
6219	FHOD3
6220	FIBCD1
6221	FIBIN
6222	FIBP
6223	FICD
6224	FIG4
6225	FIGF
6226	FIGLA
6227	FIGN
6228	FIGNL1
6229	FILIP1
6230	FILIP1L
6231	FIP1L1
6232	FIS1
6233	FITM1
6234	FITM2
6235	FIZ1
6236	FJX1
6237	FKBP10
6238	FKBP11
6239	FKBP14
6240	FKBP15
6241	FKBP1A
6242	FKBP1B
6243	FKBP1C
6244	FKBP2
6245	FKBP3
6246	FKBP4
6247	FKBP5
6248	FKBP6
6249	FKBP7
6250	FKBP8
6251	FKBP9
6252	FKBPL
6253	FKRP
6254	FKSG51
6255	FKSG52
6256	FKSG54
6257	FKSG56
6258	FKSG59
6259	FKSG61
6260	FKSG62
6261	FKSG63
6262	FKSG66
6263	FKSG68
6264	FKSG70
6265	FKTN
6266	FLAD1
6267	FLCN
6268	FLG
6269	FLG2
6270	FLI1
6271	FLII
6272	FLJ20019
6273	FLNA
6274	FLNB
6275	FLNC
6276	FLOT1
6277	FLOT2
6278	FLRT1
6279	FLRT2
6280	FLRT3
6281	FLT1
6282	FLT3
6283	FLT3LG
6284	FLT4
6285	FLVCR1
6286	FLVCR2
6287	FLYWCH1
6288	FLYWCH2
6289	FMN1
6290	FMN2
6291	FMNL1
6292	FMNL2
6293	FMNL3
6294	FMO1
6295	FMO2
6296	FMO3
6297	FMO4
6298	FMO5
6299	FMOD
6300	FMR1
6301	FMR1NB
6302	FN1
6303	FN3K
6304	FN3KRP
6305	FNBP1
6306	FNBP1L
6307	FNBP4
6308	FNDC1
6309	FNDC3A
6310	FNDC3B
6311	FNDC4
6312	FNDC5
6313	FNDC7
6314	FNDC8
6315	FNDC9
6316	FNIP1
6317	FNIP2
6318	FNTA
6319	FNTB
6320	FO082796.1
6321	FO538757.2
6322	FO538757.3
6323	FOCAD
6324	FOLH1
6325	FOLR1
6326	FOLR2
6327	FOLR3
6328	FOPNL
6329	FOS
6330	FOSB
6331	FOSL1
6332	FOSL2
6333	FOXA1
6334	FOXA2
6335	FOXA3
6336	FOXB1
6337	FOXB2
6338	FOXC1
6339	FOXC2
6340	FOXD1
6341	FOXD2
6342	FOXD3
6343	FOXD4
6344	FOXD4L1
6345	FOXD4L3
6346	FOXD4L4
6347	FOXD4L5
6348	FOXD4L6
6349	FOXE1
6350	FOXE3
6351	FOXF1
6352	FOXF2
6353	FOXG1
6354	FOXH1
6355	FOXI1
6356	FOXI2
6357	FOXI3
6358	FOXJ1
6359	FOXJ2
6360	FOXJ3
6361	FOXK1
6362	FOXK2
6363	FOXL1
6364	FOXL2
6365	FOXL2NB
6366	FOXM1
6367	FOXN1
6368	FOXN2
6369	FOXN3
6370	FOXN4
6371	FOXO1
6372	FOXO3
6373	FOXO4
6374	FOXO6
6375	FOXP1
6376	FOXP2
6377	FOXP3
6378	FOXP4
6379	FOXQ1
6380	FOXR1
6381	FOXR2
6382	FOXRED1
6383	FOXRED2
6384	FOXS1
6385	FP325317.1
6386	FP325331.1
6387	FPGS
6388	FPGT
6389	FPGT-TNNI3K
6390	FPR1
6391	FPR2
6392	FPR3
6393	FRA10AC1
6394	FRAS1
6395	FRAT1
6396	FRAT2
6397	FREM1
6398	FREM2
6399	FREM3
6400	FRG1
6401	FRG1B
6402	FRG2
6403	FRG2B
6404	FRG2C
6405	FRK
6406	FRMD1
6407	FRMD3
6408	FRMD4A
6409	FRMD4B
6410	FRMD5
6411	FRMD6
6412	FRMD7
6413	FRMD8
6414	FRMPD1
6415	FRMPD2
6416	FRMPD3
6417	FRMPD4
6418	FRRS1
6419	FRRS1L
6420	FRS2
6421	FRS3
6422	FRY
6423	FRYL
6424	FRZB
6425	FSBP
6426	FSCB
6427	FSCN1
6428	FSCN2
6429	FSCN3
6430	FSD1
6431	FSD1L
6432	FSD2
6433	FSHB
6434	FSHR
6435	FSIP1
6436	FSIP2
6437	FST
6438	FSTL1
6439	FSTL3
6440	FSTL4
6441	FSTL5
6442	FTCD
6443	FTCDNL1
6444	FTH1
6445	FTHL17
6446	FTL
6447	FTMT
6448	FTO
6449	FTSJ1
6450	FTSJ2
6451	FTSJ3
6452	FUBP1
6453	FUBP3
6454	FUCA1
6455	FUCA2
6456	FUK
6457	FUNDC1
6458	FUNDC2
6459	FUOM
6460	FURIN
6461	FUS
6462	FUT1
6463	FUT10
6464	FUT11
6465	FUT2
6466	FUT3
6467	FUT4
6468	FUT5
6469	FUT6
6470	FUT7
6471	FUT8
6472	FUT9
6473	FUZ
6474	FXN
6475	FXR1
6476	FXR2
6477	FXYD1
6478	FXYD2
6479	FXYD3
6480	FXYD4
6481	FXYD5
6482	FXYD6
6483	FXYD6-FXYD2
6484	FXYD7
6485	FYB
6486	FYCO1
6487	FYN
6488	FYTTD1
6489	FZD1
6490	FZD10
6491	FZD2
6492	FZD3
6493	FZD4
6494	FZD5
6495	FZD6
6496	FZD7
6497	FZD8
6498	FZD9
6499	FZR1
6500	G0S2
6501	G2E3
6502	G3BP1
6503	G3BP2
6504	G6PC
6505	G6PC2
6506	G6PC3
6507	G6PD
6508	GAA
6509	GAB1
6510	GAB2
6511	GAB3
6512	GAB4
6513	GABARAP
6514	GABARAPL1
6515	GABARAPL2
6516	GABBR1
6517	GABBR2
6518	GABPA
6519	GABPB1
6520	GABPB2
6521	GABRA1
6522	GABRA2
6523	GABRA3
6524	GABRA4
6525	GABRA5
6526	GABRA6
6527	GABRB1
6528	GABRB2
6529	GABRB3
6530	GABRD
6531	GABRE
6532	GABRG1
6533	GABRG2
6534	GABRG3
6535	GABRP
6536	GABRQ
6537	GABRR1
6538	GABRR2
6539	GABRR3
6540	GAD1
6541	GAD2
6542	GADD45A
6543	GADD45B
6544	GADD45G
6545	GADD45GIP1
6546	GADL1
6547	GAFA3
6548	GAGE1
6549	GAGE10
6550	GAGE12B
6551	GAGE12C
6552	GAGE12D
6553	GAGE12E
6554	GAGE12F
6555	GAGE12G
6556	GAGE12H
6557	GAGE12J
6558	GAGE13
6559	GAGE2A
6560	GAGE2E
6561	GAK
6562	GAL
6563	GAL3ST1
6564	GAL3ST2
6565	GAL3ST3
6566	GAL3ST4
6567	GALC
6568	GALE
6569	GALK1
6570	GALK2
6571	GALM
6572	GALNS
6573	GALNT1
6574	GALNT10
6575	GALNT11
6576	GALNT12
6577	GALNT13
6578	GALNT14
6579	GALNT15
6580	GALNT16
6581	GALNT18
6582	GALNT2
6583	GALNT3
6584	GALNT4
6585	GALNT5
6586	GALNT6
6587	GALNT7
6588	GALNT8
6589	GALNT9
6590	GALNTL5
6591	GALNTL6
6592	GALP
6593	GALR1
6594	GALR2
6595	GALR3
6596	GALT
6597	GAMT
6598	GAN
6599	GANAB
6600	GANC
6601	GAP43
6602	GAPDH
6603	GAPDHS
6604	GAPT
6605	GAPVD1
6606	GAR1
6607	GAREM
6608	GAREML
6609	GARNL3
6610	GARS
6611	GART
6612	GAS1
6613	GAS2
6614	GAS2L1
6615	GAS2L2
6616	GAS2L3
6617	GAS6
6618	GAS7
6619	GAS8
6620	GAST
6621	GATA1
6622	GATA2
6623	GATA3
6624	GATA4
6625	GATA5
6626	GATA6
6627	GATAD1
6628	GATAD2A
6629	GATAD2B
6630	GATB
6631	GATC
6632	GATM
6633	GATS
6634	GATSL2
6635	GATSL3
6636	GBA
6637	GBA2
6638	GBA3
6639	GBAS
6640	GBE1
6641	GBF1
6642	GBGT1
6643	GBP1
6644	GBP2
6645	GBP3
6646	GBP4
6647	GBP5
6648	GBP6
6649	GBP7
6650	GBX1
6651	GBX2
6652	GC
6653	GCA
6654	GCAT
6655	GCC1
6656	GCC2
6657	GCDH
6658	GCFC2
6659	GCG
6660	GCGR
6661	GCH1
6662	GCHFR
6663	GCK
6664	GCKR
6665	GCLC
6666	GCLM
6667	GCM1
6668	GCM2
6669	GCN1L1
6670	GCNT1
6671	GCNT2
6672	GCNT3
6673	GCNT4
6674	GCNT7
6675	GCOM1
6676	GCSAM
6677	GCSAML
6678	GCSH
6679	GDA
6680	GDAP1
6681	GDAP1L1
6682	GDAP2
6683	GDE1
6684	GDF1
6685	GDF10
6686	GDF11
6687	GDF15
6688	GDF2
6689	GDF3
6690	GDF5
6691	GDF5OS
6692	GDF6
6693	GDF7
6694	GDF9
6695	GDI1
6696	GDI2
6697	GDNF
6698	GDPD1
6699	GDPD2
6700	GDPD3
6701	GDPD4
6702	GDPD5
6703	GDPGP1
6704	GEM
6705	GEMIN2
6706	GEMIN4
6707	GEMIN5
6708	GEMIN6
6709	GEMIN7
6710	GEMIN8
6711	GEN1
6712	GET4
6713	GFAP
6714	GFER
6715	GFI1
6716	GFI1B
6717	GFM1
6718	GFM2
6719	GFOD1
6720	GFOD2
6721	GFPT1
6722	GFPT2
6723	GFRA1
6724	GFRA2
6725	GFRA3
6726	GFRA4
6727	GFRAL
6728	GFY
6729	GGA1
6730	GGA2
6731	GGA3
6732	GGACT
6733	GGCT
6734	GGCX
6735	GGH
6736	GGN
6737	GGNBP2
6738	GGPS1
6739	GGT1
6740	GGT2
6741	GGT5
6742	GGT6
6743	GGT7
6744	GGTLC1
6745	GGTLC2
6746	GGTLC3
6747	GH1
6748	GH2
6749	GHDC
6750	GHITM
6751	GHR
6752	GHRH
6753	GHRHR
6754	GHRL
6755	GHSR
6756	GID4
6757	GID8
6758	GIF
6759	GIGYF1
6760	GIGYF2
6761	GIMAP1
6762	GIMAP1-GIMAP5
6763	GIMAP2
6764	GIMAP4
6765	GIMAP5
6766	GIMAP6
6767	GIMAP7
6768	GIMAP8
6769	GIN1
6770	GINM1
6771	GINS1
6772	GINS2
6773	GINS3
6774	GINS4
6775	GIP
6776	GIPC1
6777	GIPC2
6778	GIPC3
6779	GIPR
6780	GIT1
6781	GIT2
6782	GJA1
6783	GJA10
6784	GJA3
6785	GJA4
6786	GJA5
6787	GJA8
6788	GJA9
6789	GJB1
6790	GJB2
6791	GJB3
6792	GJB4
6793	GJB5
6794	GJB6
6795	GJB7
6796	GJC1
6797	GJC2
6798	GJC3
6799	GJD2
6800	GJD3
6801	GJD4
6802	GJE1
6803	GK
6804	GK2
6805	GK5
6806	GKAP1
6807	GKN1
6808	GKN2
6809	GLA
6810	GLB1
6811	GLB1L
6812	GLB1L2
6813	GLB1L3
6814	GLCCI1
6815	GLCE
6816	GLDC
6817	GLDN
6818	GLE1
6819	GLG1
6820	GLI1
6821	GLI2
6822	GLI3
6823	GLI4
6824	GLIPR1
6825	GLIPR1L1
6826	GLIPR1L2
6827	GLIPR2
6828	GLIS1
6829	GLIS2
6830	GLIS3
6831	GLMN
6832	GLMP
6833	GLO1
6834	GLOD4
6835	GLOD5
6836	GLP1R
6837	GLP2R
6838	GLRA1
6839	GLRA2
6840	GLRA3
6841	GLRA4
6842	GLRB
6843	GLRX
6844	GLRX2
6845	GLRX3
6846	GLRX5
6847	GLS
6848	GLS2
6849	GLT1D1
6850	GLT6D1
6851	GLT8D1
6852	GLT8D2
6853	GLTP
6854	GLTPD2
6855	GLTSCR1
6856	GLTSCR1L
6857	GLTSCR2
6858	GLUD1
6859	GLUD2
6860	GLUL
6861	GLYAT
6862	GLYATL1
6863	GLYATL2
6864	GLYATL3
6865	GLYCTK
6866	GLYR1
6867	GM2A
6868	GMCL1
6869	GMDS
6870	GMEB1
6871	GMEB2
6872	GMFB
6873	GMFG
6874	GMIP
6875	GML
6876	GMNC
6877	GMNN
6878	GMPPA
6879	GMPPB
6880	GMPR
6881	GMPR2
6882	GMPS
6883	GNA11
6884	GNA12
6885	GNA13
6886	GNA14
6887	GNA15
6888	GNAI1
6889	GNAI2
6890	GNAI3
6891	GNAL
6892	GNAO1
6893	GNAQ
6894	GNAS
6895	GNAT1
6896	GNAT2
6897	GNAT3
6898	GNAZ
6899	GNB1
6900	GNB1L
6901	GNB2
6902	GNB2L1
6903	GNB3
6904	GNB4
6905	GNB5
6906	GNE
6907	GNG10
6908	GNG11
6909	GNG12
6910	GNG13
6911	GNG2
6912	GNG3
6913	GNG4
6914	GNG5
6915	GNG7
6916	GNG8
6917	GNGT1
6918	GNGT2
6919	GNL1
6920	GNL2
6921	GNL3
6922	GNL3L
6923	GNLY
6924	GNMT
6925	GNPAT
6926	GNPDA1
6927	GNPDA2
6928	GNPNAT1
6929	GNPTAB
6930	GNPTG
6931	GNRH1
6932	GNRH2
6933	GNRHR
6934	GNS
6935	GOLGA1
6936	GOLGA2
6937	GOLGA3
6938	GOLGA4
6939	GOLGA5
6940	GOLGA6A
6941	GOLGA6B
6942	GOLGA6C
6943	GOLGA6D
6944	GOLGA6L1
6945	GOLGA6L10
6946	GOLGA6L18
6947	GOLGA6L2
6948	GOLGA6L22
6949	GOLGA6L4
6950	GOLGA6L6
6951	GOLGA6L9
6952	GOLGA7
6953	GOLGA7B
6954	GOLGA8A
6955	GOLGA8B
6956	GOLGA8F
6957	GOLGA8G
6958	GOLGA8H
6959	GOLGA8J
6960	GOLGA8K
6961	GOLGA8M
6962	GOLGA8N
6963	GOLGA8O
6964	GOLGA8Q
6965	GOLGA8R
6966	GOLGA8S
6967	GOLGA8T
6968	GOLGB1
6969	GOLIM4
6970	GOLM1
6971	GOLPH3
6972	GOLPH3L
6973	GOLT1A
6974	GOLT1B
6975	GON4L
6976	GOPC
6977	GORAB
6978	GORASP1
6979	GORASP2
6980	GOSR1
6981	GOSR2
6982	GOT1
6983	GOT1L1
6984	GOT2
6985	GP1BA
6986	GP1BB
6987	GP2
6988	GP5
6989	GP6
6990	GP9
6991	GPA33
6992	GPAA1
6993	GPALPP1
6994	GPAM
6995	GPANK1
6996	GPAT2
6997	GPATCH1
6998	GPATCH11
6999	GPATCH2
7000	GPATCH2L
7001	GPATCH3
7002	GPATCH4
7003	GPATCH8
7004	GPBAR1
7005	GPBP1
7006	GPBP1L1
7007	GPC1
7008	GPC2
7009	GPC3
7010	GPC4
7011	GPC5
7012	GPC6
7013	GPCPD1
7014	GPD1
7015	GPD1L
7016	GPD2
7017	GPER1
7018	GPHA2
7019	GPHB5
7020	GPHN
7021	GPI
7022	GPIHBP1
7023	GPKOW
7024	GPLD1
7025	GPM6A
7026	GPM6B
7027	GPN1
7028	GPN2
7029	GPN3
7030	GPNMB
7031	GPR1
7032	GPR101
7033	GPR107
7034	GPR108
7035	GPR119
7036	GPR12
7037	GPR132
7038	GPR135
7039	GPR137
7040	GPR137B
7041	GPR137C
7042	GPR139
7043	GPR141
7044	GPR142
7045	GPR143
7046	GPR146
7047	GPR148
7048	GPR149
7049	GPR15
